n_qubits,state_model,first_crossing_density,delta_from_uniform,ratio_to_uniform,perturbation_amplitude,perturbation_frequency,phase_relaxation_steps_mean,torsion_hysteresis_mean,volatility_index_mean,volatility_index_max,catastrophic_unraveling_amplitude,spread_min,spread_max,spread,crossing_seed_count,density_threshold,wall_runtime_ms
4,high-grade-bias,0.4,0.28,3.333333,0.2,54.0,7.166667,0.019826,0.072309,0.082721,0.2,0.4,0.4,0.0,2,0.12,41.059016
4,high-grade-bias,0.4,0.28,3.333333,0.6,54.0,21.166667,0.059477,0.216146,0.248163,0.6,0.4,0.4,0.0,2,0.12,51.433579
5,high-grade-bias,0.4,0.28,3.333333,0.2,46.0,7.666667,0.020046,0.074097,0.087519,0.2,0.4,0.4,0.0,2,0.12,41.189634
5,high-grade-bias,0.4,0.28,3.333333,0.6,46.0,21.5,0.060138,0.218776,0.257869,0.6,0.4,0.4,0.0,2,0.12,41.671861
5,high-grade-bias,0.4,0.28,3.333333,0.2,47.0,7.0,0.0184,0.067925,0.087843,0.2,0.4,0.4,0.0,2,0.12,38.714945
5,high-grade-bias,0.4,0.28,3.333333,0.6,47.0,19.833333,0.055199,0.20104,0.258842,0.6,0.4,0.4,0.0,2,0.12,33.407176
5,high-grade-bias,0.4,0.28,3.333333,0.2,48.0,6.666667,0.018193,0.066566,0.082518,0.2,0.4,0.4,0.0,2,0.12,43.776578
5,high-grade-bias,0.4,0.28,3.333333,0.6,48.0,19.666667,0.05458,0.198917,0.247554,0.6,0.4,0.4,0.0,2,0.12,40.121639
5,high-grade-bias,0.4,0.28,3.333333,0.2,49.0,6.666667,0.018156,0.066461,0.082549,0.2,0.4,0.4,0.0,2,0.12,44.869492
5,high-grade-bias,0.4,0.28,3.333333,0.6,49.0,19.5,0.054467,0.198212,0.247647,0.6,0.4,0.4,0.0,2,0.12,36.928335
5,high-grade-bias,0.4,0.28,3.333333,0.2,50.0,8.5,0.023046,0.08445,0.086121,0.2,0.4,0.4,0.0,2,0.12,36.813629
5,high-grade-bias,0.4,0.28,3.333333,0.6,50.0,24.5,0.069138,0.251007,0.253676,0.6,0.4,0.4,0.0,2,0.12,42.537407
5,high-grade-bias,0.4,0.28,3.333333,0.2,51.0,7.5,0.019545,0.072303,0.086851,0.2,0.4,0.4,0.0,2,0.12,52.791045
5,high-grade-bias,0.4,0.28,3.333333,0.6,51.0,21.0,0.058634,0.213393,0.255864,0.6,0.4,0.4,0.0,2,0.12,41.482428
5,high-grade-bias,0.4,0.28,3.333333,0.2,52.0,6.166667,0.015915,0.059014,0.086323,0.2,0.4,0.4,0.0,2,0.12,37.91937
5,high-grade-bias,0.4,0.28,3.333333,0.6,52.0,17.333333,0.047744,0.174306,0.25428,0.6,0.4,0.4,0.0,2,0.12,40.834995
5,high-grade-bias,0.4,0.28,3.333333,0.2,53.0,6.833333,0.018438,0.067642,0.082518,0.2,0.4,0.4,0.0,2,0.12,33.287672
5,high-grade-bias,0.4,0.28,3.333333,0.6,53.0,19.833333,0.055314,0.201364,0.247554,0.6,0.4,0.4,0.0,2,0.12,45.771828
5,high-grade-bias,0.4,0.28,3.333333,0.2,54.0,7.333333,0.019886,0.072867,0.085363,0.2,0.4,0.4,0.0,2,0.12,39.869607
5,high-grade-bias,0.4,0.28,3.333333,0.6,54.0,21.333333,0.059657,0.217039,0.251402,0.6,0.4,0.4,0.0,2,0.12,40.018321
6,high-grade-bias,0.4,0.28,3.333333,0.2,46.0,7.666667,0.020062,0.074142,0.087599,0.2,0.4,0.4,0.0,2,0.12,45.829548
6,high-grade-bias,0.4,0.28,3.333333,0.6,46.0,21.5,0.060186,0.218911,0.25811,0.6,0.4,0.4,0.0,2,0.12,45.641496
6,high-grade-bias,0.4,0.28,3.333333,0.2,47.0,7.0,0.018415,0.067967,0.087924,0.2,0.4,0.4,0.0,2,0.12,39.07818
6,high-grade-bias,0.4,0.28,3.333333,0.6,47.0,19.833333,0.055244,0.201167,0.259085,0.6,0.4,0.4,0.0,2,0.12,39.433351
6,high-grade-bias,0.4,0.28,3.333333,0.2,48.0,6.666667,0.018207,0.066604,0.082564,0.2,0.4,0.4,0.0,2,0.12,37.114697
6,high-grade-bias,0.4,0.28,3.333333,0.6,48.0,19.666667,0.05462,0.19903,0.247693,0.6,0.4,0.4,0.0,2,0.12,54.143316
6,high-grade-bias,0.4,0.28,3.333333,0.2,49.0,6.666667,0.018169,0.066499,0.082572,0.2,0.4,0.4,0.0,2,0.12,40.497335
6,high-grade-bias,0.4,0.28,3.333333,0.6,49.0,19.5,0.054507,0.198323,0.247716,0.6,0.4,0.4,0.0,2,0.12,46.695337
6,high-grade-bias,0.4,0.28,3.333333,0.2,50.0,8.5,0.023064,0.0845,0.086145,0.2,0.4,0.4,0.0,2,0.12,45.200625
6,high-grade-bias,0.4,0.28,3.333333,0.6,50.0,24.5,0.069191,0.251156,0.253748,0.6,0.4,0.4,0.0,2,0.12,37.353867
6,high-grade-bias,0.4,0.28,3.333333,0.2,51.0,7.5,0.01956,0.072346,0.08693,0.2,0.4,0.4,0.0,2,0.12,40.777557
6,high-grade-bias,0.4,0.28,3.333333,0.6,51.0,21.0,0.05868,0.213524,0.256103,0.6,0.4,0.4,0.0,2,0.12,45.371759
6,high-grade-bias,0.4,0.28,3.333333,0.2,52.0,6.166667,0.015927,0.059047,0.08637,0.2,0.4,0.4,0.0,2,0.12,37.67192
6,high-grade-bias,0.4,0.28,3.333333,0.6,52.0,17.333333,0.04778,0.174408,0.254423,0.6,0.4,0.4,0.0,2,0.12,45.703724
6,high-grade-bias,0.4,0.28,3.333333,0.2,53.0,6.833333,0.018452,0.067681,0.082564,0.2,0.4,0.4,0.0,2,0.12,44.365863
6,high-grade-bias,0.4,0.28,3.333333,0.6,53.0,19.833333,0.055356,0.20148,0.247693,0.6,0.4,0.4,0.0,2,0.12,46.284423
6,high-grade-bias,0.4,0.28,3.333333,0.2,54.0,7.333333,0.019901,0.07291,0.085441,0.2,0.4,0.4,0.0,2,0.12,40.681789
6,high-grade-bias,0.4,0.28,3.333333,0.6,54.0,21.333333,0.059703,0.217168,0.251636,0.6,0.4,0.4,0.0,2,0.12,41.85792
