n_qubits,state_model,first_crossing_density,delta_from_uniform,ratio_to_uniform,perturbation_amplitude,perturbation_frequency,phase_relaxation_steps_mean,torsion_hysteresis_mean,volatility_index_mean,volatility_index_max,catastrophic_unraveling_amplitude,spread_min,spread_max,spread,crossing_seed_count,density_threshold,wall_runtime_ms
5,uniform-random,0.12,,,0.6,52.25,43.833333,0.189431,0.407629,0.5242,0.6,0.12,0.12,0.0,2,0.12,39.965852
5,uniform-random,0.12,,,0.2,52.5,16.333333,0.069558,0.150236,0.172696,0.2,0.12,0.12,0.0,2,0.12,37.901712
5,uniform-random,0.12,,,0.6,52.5,48.0,0.208673,0.448364,0.513401,0.6,0.12,0.12,0.0,2,0.12,35.881403
5,uniform-random,0.12,,,0.2,52.75,16.166667,0.069311,0.149449,0.17641,0.2,0.12,0.12,0.0,2,0.12,43.483902
5,uniform-random,0.12,,,0.6,52.75,47.833333,0.207933,0.446783,0.52923,0.6,0.12,0.12,0.0,2,0.12,41.657519
5,uniform-random,0.12,,,0.2,53.0,14.833333,0.063129,0.136374,0.167931,0.2,0.12,0.12,0.0,2,0.12,36.364472
5,uniform-random,0.12,,,0.6,53.0,43.666667,0.189388,0.407168,0.503792,0.6,0.12,0.12,0.0,2,0.12,35.363513
5,uniform-random,0.12,,,0.2,53.25,14.5,0.061571,0.133084,0.17644,0.2,0.12,0.12,0.0,2,0.12,31.196972
5,uniform-random,0.12,,,0.6,53.25,42.833333,0.184712,0.39769,0.529319,0.6,0.12,0.12,0.0,2,0.12,38.043139
5,uniform-random,0.12,,,0.2,53.5,15.333333,0.064776,0.140196,0.174685,0.2,0.12,0.12,0.0,2,0.12,31.887441
5,uniform-random,0.12,,,0.6,53.5,45.0,0.194328,0.418244,0.521711,0.6,0.12,0.12,0.0,2,0.12,38.15625
5,uniform-random,0.12,,,0.2,53.75,16.0,0.06745,0.146062,0.174779,0.2,0.12,0.12,0.0,2,0.12,40.902262
5,uniform-random,0.12,,,0.6,53.75,46.833333,0.202349,0.435451,0.521993,0.6,0.12,0.12,0.0,2,0.12,32.754855
5,uniform-random,0.12,,,0.2,54.0,16.0,0.06811,0.147124,0.168055,0.2,0.12,0.12,0.0,2,0.12,37.32474
5,uniform-random,0.12,,,0.6,54.0,47.0,0.204328,0.439027,0.504165,0.6,0.12,0.12,0.0,2,0.12,48.688014
6,uniform-random,0.12,,,0.2,46.0,16.166667,0.069362,0.14953,0.176742,0.2,0.12,0.12,0.0,2,0.12,36.746353
6,uniform-random,0.12,,,0.6,46.0,48.0,0.208086,0.44742,0.530226,0.6,0.12,0.12,0.0,2,0.12,36.030351
6,uniform-random,0.12,,,0.2,46.25,16.666667,0.070601,0.152696,0.177561,0.2,0.12,0.12,0.0,2,0.12,41.389006
6,uniform-random,0.12,,,0.6,46.25,49.0,0.211803,0.455746,0.532684,0.6,0.12,0.12,0.0,2,0.12,38.27393
6,uniform-random,0.12,,,0.2,46.5,16.5,0.069739,0.150919,0.174648,0.2,0.12,0.12,0.0,2,0.12,51.143062
6,uniform-random,0.12,,,0.6,46.5,48.333333,0.209218,0.450022,0.521602,0.6,0.12,0.12,0.0,2,0.12,43.125762
6,uniform-random,0.12,,,0.2,46.75,14.666667,0.062447,0.134885,0.173647,0.2,0.12,0.12,0.0,2,0.12,44.317147
6,uniform-random,0.12,,,0.6,46.75,43.166667,0.187341,0.402702,0.518597,0.6,0.12,0.12,0.0,2,0.12,39.739837
6,uniform-random,0.12,,,0.2,47.0,15.0,0.063665,0.137628,0.177388,0.2,0.12,0.12,0.0,2,0.12,43.028238
6,uniform-random,0.12,,,0.6,47.0,44.166667,0.190996,0.410929,0.532164,0.6,0.12,0.12,0.0,2,0.12,45.629476
6,uniform-random,0.12,,,0.2,47.25,16.333333,0.069782,0.150597,0.177007,0.2,0.12,0.12,0.0,2,0.12,36.472764
6,uniform-random,0.12,,,0.6,47.25,48.5,0.209345,0.450618,0.53102,0.6,0.12,0.12,0.0,2,0.12,36.877975
6,uniform-random,0.12,,,0.2,47.5,17.333333,0.073464,0.158867,0.173851,0.2,0.12,0.12,0.0,2,0.12,42.013484
6,uniform-random,0.12,,,0.6,47.5,51.0,0.220393,0.474259,0.519209,0.6,0.12,0.12,0.0,2,0.12,39.612664
6,uniform-random,0.12,,,0.2,47.75,16.5,0.070321,0.151856,0.177484,0.2,0.12,0.12,0.0,2,0.12,44.330842
6,uniform-random,0.12,,,0.6,47.75,48.833333,0.210964,0.454005,0.532453,0.6,0.12,0.12,0.0,2,0.12,39.945389
6,uniform-random,0.12,,,0.2,48.0,14.833333,0.06294,0.136069,0.171299,0.2,0.12,0.12,0.0,2,0.12,41.136393
6,uniform-random,0.12,,,0.6,48.0,43.666667,0.188819,0.406253,0.509209,0.6,0.12,0.12,0.0,2,0.12,35.437349
6,uniform-random,0.12,,,0.2,48.25,13.666667,0.058475,0.126148,0.177514,0.2,0.12,0.12,0.0,2,0.12,43.785401
6,uniform-random,0.12,,,0.6,48.25,40.5,0.175424,0.377271,0.532543,0.6,0.12,0.12,0.0,2,0.12,38.681329
6,uniform-random,0.12,,,0.2,48.5,13.833333,0.058935,0.127279,0.174314,0.2,0.12,0.12,0.0,2,0.12,37.734177
6,uniform-random,0.12,,,0.6,48.5,40.833333,0.176805,0.380275,0.520599,0.6,0.12,0.12,0.0,2,0.12,41.893749
6,uniform-random,0.12,,,0.2,48.75,14.333333,0.059468,0.129309,0.173851,0.2,0.12,0.12,0.0,2,0.12,41.790689
6,uniform-random,0.12,,,0.6,48.75,41.333333,0.178405,0.384022,0.519209,0.6,0.12,0.12,0.0,2,0.12,44.241944
6,uniform-random,0.12,,,0.2,49.0,14.833333,0.062815,0.135868,0.171314,0.2,0.12,0.12,0.0,2,0.12,41.371791
6,uniform-random,0.12,,,0.6,49.0,43.666667,0.188446,0.405651,0.509255,0.6,0.12,0.12,0.0,2,0.12,59.73604
6,uniform-random,0.12,,,0.2,49.25,14.0,0.059302,0.12826,0.175876,0.2,0.12,0.12,0.0,2,0.12,45.646385
6,uniform-random,0.12,,,0.6,49.25,41.0,0.177905,0.382437,0.525283,0.6,0.12,0.12,0.0,2,0.12,44.141614
6,uniform-random,0.12,,,0.2,49.5,14.833333,0.063446,0.136883,0.177544,0.2,0.12,0.12,0.0,2,0.12,36.672288
6,uniform-random,0.12,,,0.6,49.5,44.0,0.190337,0.409478,0.532631,0.6,0.12,0.12,0.0,2,0.12,34.079856
6,uniform-random,0.12,,,0.2,49.75,17.0,0.072495,0.156527,0.177007,0.2,0.12,0.12,0.0,2,0.12,44.095201
6,uniform-random,0.12,,,0.6,49.75,50.333333,0.217486,0.468017,0.53102,0.6,0.12,0.12,0.0,2,0.12,45.590454
6,uniform-random,0.12,,,0.2,50.0,19.0,0.079736,0.172868,0.173851,0.2,0.12,0.12,0.0,2,0.12,39.180423
6,uniform-random,0.12,,,0.6,50.0,55.5,0.239208,0.515089,0.519209,0.6,0.12,0.12,0.0,2,0.12,35.602537
6,uniform-random,0.12,,,0.2,50.25,18.833333,0.080848,0.174268,0.177484,0.2,0.12,0.12,0.0,2,0.12,47.542051
6,uniform-random,0.12,,,0.6,50.25,56.0,0.242545,0.521631,0.532453,0.6,0.12,0.12,0.0,2,0.12,37.936829
6,uniform-random,0.12,,,0.2,50.5,17.166667,0.073554,0.158621,0.177112,0.2,0.12,0.12,0.0,2,0.12,38.822236
6,uniform-random,0.12,,,0.6,50.5,51.0,0.220662,0.474692,0.531337,0.6,0.12,0.12,0.0,2,0.12,39.067733
6,uniform-random,0.12,,,0.2,50.75,15.833333,0.067681,0.146043,0.177514,0.2,0.12,0.12,0.0,2,0.12,38.326158
6,uniform-random,0.12,,,0.6,50.75,46.833333,0.203043,0.436568,0.532543,0.6,0.12,0.12,0.0,2,0.12,52.198089
6,uniform-random,0.12,,,0.2,51.0,15.833333,0.067626,0.145956,0.175412,0.2,0.12,0.12,0.0,2,0.12,50.713572
6,uniform-random,0.12,,,0.6,51.0,46.833333,0.20288,0.436305,0.523892,0.6,0.12,0.12,0.0,2,0.12,37.367164
6,uniform-random,0.12,,,0.2,51.25,16.0,0.067371,0.145936,0.177591,0.2,0.12,0.12,0.0,2,0.12,52.117962
6,uniform-random,0.12,,,0.6,51.25,46.833333,0.202114,0.435072,0.532773,0.6,0.12,0.12,0.0,2,0.12,37.391328
6,uniform-random,0.12,,,0.2,51.5,15.333333,0.06513,0.140765,0.175056,0.2,0.12,0.12,0.0,2,0.12,39.611101
6,uniform-random,0.12,,,0.6,51.5,45.166667,0.195389,0.420342,0.522825,0.6,0.12,0.12,0.0,2,0.12,40.823039
6,uniform-random,0.12,,,0.2,51.75,13.166667,0.055946,0.120905,0.168384,0.2,0.12,0.12,0.0,2,0.12,45.440486
6,uniform-random,0.12,,,0.6,51.75,38.666667,0.167837,0.360763,0.505152,0.6,0.12,0.12,0.0,2,0.12,38.113112
6,uniform-random,0.12,,,0.2,52.0,13.0,0.055061,0.119091,0.174235,0.2,0.12,0.12,0.0,2,0.12,43.297783
6,uniform-random,0.12,,,0.6,52.0,38.166667,0.165182,0.355319,0.520361,0.6,0.12,0.12,0.0,2,0.12,33.95226
6,uniform-random,0.12,,,0.2,52.25,15.0,0.063763,0.137784,0.177007,0.2,0.12,0.12,0.0,2,0.12,36.307732
