n_qubits,state_model,first_crossing_density,delta_from_uniform,ratio_to_uniform,perturbation_amplitude,perturbation_frequency,phase_relaxation_steps_mean,torsion_hysteresis_mean,volatility_index_mean,volatility_index_max,catastrophic_unraveling_amplitude,spread_min,spread_max,spread,crossing_seed_count,density_threshold,wall_runtime_ms
4,uniform-random,0.12,,,0.6,66.0,44.166667,0.190769,0.410563,0.519849,0.6,0.12,0.12,0.0,2,0.12,43.023557
4,uniform-random,0.12,,,0.0,68.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,40.585337
4,uniform-random,0.12,,,0.2,68.0,16.0,0.067801,0.146628,0.168588,0.2,0.12,0.12,0.0,2,0.12,44.81168
4,uniform-random,0.12,,,0.6,68.0,46.833333,0.203404,0.437149,0.505764,0.6,0.12,0.12,0.0,2,0.12,40.602
4,uniform-random,0.12,,,0.0,70.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,34.86776
4,uniform-random,0.12,,,0.2,70.0,17.0,0.072877,0.157141,0.171446,0.2,0.12,0.12,0.0,2,0.12,38.622283
4,uniform-random,0.12,,,0.6,70.0,50.333333,0.218631,0.469861,0.509649,0.6,0.12,0.12,0.0,2,0.12,43.044634
4,uniform-random,0.12,,,0.0,72.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,41.10161
4,uniform-random,0.12,,,0.2,72.0,14.5,0.061781,0.133422,0.168888,0.2,0.12,0.12,0.0,2,0.12,42.135717
4,uniform-random,0.12,,,0.6,72.0,42.833333,0.185342,0.398703,0.506663,0.6,0.12,0.12,0.0,2,0.12,44.944092
4,uniform-random,0.12,,,0.0,74.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,39.471604
4,uniform-random,0.12,,,0.2,74.0,14.666667,0.061096,0.132711,0.1658,0.2,0.12,0.12,0.0,2,0.12,46.66662
4,uniform-random,0.12,,,0.6,74.0,42.666667,0.183289,0.395007,0.495056,0.6,0.12,0.12,0.0,2,0.12,42.341309
4,uniform-random,0.12,,,0.0,76.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,43.033859
4,uniform-random,0.12,,,0.2,76.0,15.5,0.065619,0.141943,0.168377,0.2,0.12,0.12,0.0,2,0.12,33.938796
4,uniform-random,0.12,,,0.6,76.0,45.666667,0.196856,0.423874,0.50513,0.6,0.12,0.12,0.0,2,0.12,40.42761
4,uniform-random,0.12,,,0.0,78.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,39.449137
4,uniform-random,0.12,,,0.2,78.0,14.666667,0.062089,0.134309,0.16555,0.2,0.12,0.12,0.0,2,0.12,43.07211
4,uniform-random,0.12,,,0.6,78.0,43.0,0.186268,0.400584,0.494307,0.6,0.12,0.12,0.0,2,0.12,38.162964
4,uniform-random,0.12,,,0.0,80.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,42.234882
4,uniform-random,0.12,,,0.2,80.0,18.0,0.076764,0.165741,0.168435,0.2,0.12,0.12,0.0,2,0.12,43.318505
4,uniform-random,0.12,,,0.6,80.0,53.0,0.230292,0.494879,0.505306,0.6,0.12,0.12,0.0,2,0.12,38.218598
4,uniform-random,0.12,,,0.0,82.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,37.959849
4,uniform-random,0.12,,,0.2,82.0,12.833333,0.053737,0.116569,0.168888,0.2,0.12,0.12,0.0,2,0.12,34.186636
4,uniform-random,0.12,,,0.6,82.0,37.333333,0.16121,0.346972,0.506663,0.6,0.12,0.12,0.0,2,0.12,37.55935
4,uniform-random,0.12,,,0.0,84.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,37.692189
4,uniform-random,0.12,,,0.2,84.0,16.0,0.067699,0.146463,0.167845,0.2,0.12,0.12,0.0,2,0.12,36.753065
4,uniform-random,0.12,,,0.6,84.0,47.0,0.203097,0.437045,0.503536,0.6,0.12,0.12,0.0,2,0.12,39.42909
4,uniform-random,0.12,,,0.0,86.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,35.004736
4,uniform-random,0.12,,,0.2,86.0,13.5,0.057298,0.123863,0.168377,0.2,0.12,0.12,0.0,2,0.12,36.174453
4,uniform-random,0.12,,,0.6,86.0,39.833333,0.171894,0.370027,0.50513,0.6,0.12,0.12,0.0,2,0.12,40.198481
4,uniform-random,0.12,,,0.0,88.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,39.237606
4,uniform-random,0.12,,,0.2,88.0,16.833333,0.071426,0.154414,0.173451,0.2,0.12,0.12,0.0,2,0.12,38.10803
4,uniform-random,0.12,,,0.6,88.0,49.333333,0.214277,0.460509,0.515665,0.6,0.12,0.12,0.0,2,0.12,32.21892
4,uniform-random,0.12,,,0.0,90.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,40.314773
4,uniform-random,0.12,,,0.2,90.0,16.0,0.068299,0.147428,0.168435,0.2,0.12,0.12,0.0,2,0.12,46.174955
4,uniform-random,0.12,,,0.6,90.0,47.166667,0.204896,0.440331,0.505306,0.6,0.12,0.12,0.0,2,0.12,41.258938
4,uniform-random,0.12,,,0.0,92.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,34.969194
4,uniform-random,0.12,,,0.2,92.0,15.166667,0.064462,0.139301,0.17468,0.2,0.12,0.12,0.0,2,0.12,33.031463
4,uniform-random,0.12,,,0.6,92.0,44.666667,0.193387,0.415949,0.521695,0.6,0.12,0.12,0.0,2,0.12,43.865564
4,uniform-random,0.12,,,0.0,94.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,36.653526
4,uniform-random,0.12,,,0.2,94.0,14.0,0.058303,0.126653,0.1658,0.2,0.12,0.12,0.0,2,0.12,32.735636
4,uniform-random,0.12,,,0.6,94.0,40.5,0.174909,0.376442,0.495056,0.6,0.12,0.12,0.0,2,0.12,31.743839
4,uniform-random,0.12,,,0.0,96.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,33.464518
4,uniform-random,0.12,,,0.2,96.0,15.833333,0.067316,0.145455,0.173856,0.2,0.12,0.12,0.0,2,0.12,37.768433
4,uniform-random,0.12,,,0.6,96.0,46.833333,0.201946,0.434802,0.519224,0.6,0.12,0.12,0.0,2,0.12,35.554747
5,uniform-random,0.12,,,0.0,4.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,34.156631
5,uniform-random,0.12,,,0.2,4.0,16.0,0.06811,0.147124,0.168055,0.2,0.12,0.12,0.0,2,0.12,40.012904
5,uniform-random,0.12,,,0.6,4.0,47.0,0.204328,0.439027,0.504165,0.6,0.12,0.12,0.0,2,0.12,39.639816
5,uniform-random,0.12,,,0.0,6.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,35.134859
5,uniform-random,0.12,,,0.2,6.0,14.0,0.059663,0.128841,0.173155,0.2,0.12,0.12,0.0,2,0.12,33.506593
5,uniform-random,0.12,,,0.6,6.0,41.5,0.178989,0.385352,0.514778,0.6,0.12,0.12,0.0,2,0.12,40.449387
5,uniform-random,0.12,,,0.0,8.0,0.0,0.0,0.0,0.0,,0.12,0.12,0.0,2,0.12,38.789668
5,uniform-random,0.12,,,0.2,8.0,16.666667,0.070862,0.153116,0.17378,0.2,0.12,0.12,0.0,2,0.12,34.438145
